"Gene Name","Protein IDs","Benign_vs_Malignant_log2 fold change","Benign_vs_Malignant_p.val","Benign_vs_Malignant_p.adj","significant","Benign_vs_Malignant_significant","imputed","num_NAs","Protein.names"
"EEF2","P13639",-0.71,0.000133,0.00111,FALSE,FALSE,FALSE,0,"Elongation factor 2"
"EFEMP2","O95967",0.982,0.163,0.222,FALSE,FALSE,TRUE,12,"EGF-containing fibulin-like extracellular matrix protein 2"
"EFHD2","Q96C19",0.556,0.158,0.217,FALSE,FALSE,TRUE,1,"EF-hand domain-containing protein D2"
"EFTUD2","Q15029",-0.903,1.8e-05,0.000342,FALSE,FALSE,FALSE,0,"116 kDa U5 small nuclear ribonucleoprotein component"
"EHD1","Q9H4M9",0.68,0.000114,0.00101,FALSE,FALSE,FALSE,0,"EH domain-containing protein 1"
"EHD3","Q9NZN3",0.778,0.0358,0.0634,FALSE,FALSE,TRUE,10,"EH domain-containing protein 3"
"EHD4","Q9H223",0.244,0.159,0.218,FALSE,FALSE,FALSE,0,"EH domain-containing protein 4"
"EIF1","P41567",-0.929,0.0192,0.0396,FALSE,FALSE,TRUE,2,"Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b"
"EIF2A","Q9BY44",-1.35,0.0581,0.0936,FALSE,FALSE,TRUE,13,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed"
"EIF2AK2","P19525",-0.468,0.041,0.0711,FALSE,FALSE,TRUE,1,"Interferon-induced, double-stranded RNA-activated protein kinase"
"EIF2S1","P05198",-0.763,0.000222,0.00151,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 2 subunit 1"
"EIF3A","Q14152",-0.419,0.0117,0.0266,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 3 subunit A"
"EIF3B","P55884",-0.989,0.0114,0.0262,FALSE,FALSE,TRUE,1,"Eukaryotic translation initiation factor 3 subunit B"
"EIF3C","Q99613",-0.589,0.00942,0.0226,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein"
"EIF3E","P60228",-0.134,0.459,0.528,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 3 subunit E"
"EIF3F","O00303",-0.881,0.00164,0.00609,FALSE,FALSE,TRUE,1,"Eukaryotic translation initiation factor 3 subunit F"
"EIF3I","Q13347",-1.57,0.0263,0.0506,FALSE,FALSE,TRUE,8,"Eukaryotic translation initiation factor 3 subunit I"
"EIF3L","Q9Y262",-0.498,0.00309,0.00975,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 3 subunit L"
"EIF3M","Q7L2H7",-0.0895,0.811,0.852,FALSE,FALSE,TRUE,1,"Eukaryotic translation initiation factor 3 subunit M"
"EIF4A1","P60842",-0.83,2.79e-05,0.000433,FALSE,FALSE,FALSE,0,"Eukaryotic initiation factor 4A-I"
"EIF4A2","Q14240",-0.00864,0.956,0.967,FALSE,FALSE,FALSE,0,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed"
"EIF4E","P06730",-0.904,0.0144,0.0315,FALSE,FALSE,TRUE,1,"Eukaryotic translation initiation factor 4E"
"EIF4G1","Q04637",-0.83,6.55e-05,0.000734,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 4 gamma 1"
"EIF4G2","P78344",-0.00768,0.968,0.976,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 4 gamma 2"
"EIF4H","Q15056",-0.571,0.233,0.301,FALSE,FALSE,TRUE,1,"Eukaryotic translation initiation factor 4H"
"EIF5","P55010",-0.366,0.0162,0.0344,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 5"
"EIF5A","P63241",-0.337,0.0176,0.0367,FALSE,FALSE,FALSE,0,"Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2"
"EIF6","P56537",-0.674,0.266,0.336,FALSE,FALSE,TRUE,5,"Eukaryotic translation initiation factor 6"
"ELMO3","Q96BJ8",0.337,0.439,0.51,FALSE,FALSE,TRUE,12,"Engulfment and cell motility protein 3"
"EMD","P50402",0.78,0.0594,0.0955,FALSE,FALSE,TRUE,1,"Emerin"
"EMILIN1","Q9Y6C2",1.02,0.0285,0.0538,FALSE,FALSE,FALSE,0,"EMILIN-1"
"EML2","O95834",0.686,0.0455,0.0773,FALSE,FALSE,TRUE,1,"Echinoderm microtubule-associated protein-like 2"
"ENAH","Q8N8S7",0.84,6.44e-05,0.000726,FALSE,FALSE,FALSE,0,"Protein enabled homolog"
"ENDOD1","O94919",-0.787,0.00947,0.0227,FALSE,FALSE,TRUE,1,"Endonuclease domain-containing 1 protein"
"ENO1","P06733",-0.0829,0.479,0.546,FALSE,FALSE,FALSE,0,"Alpha-enolase"
"ENSA","O43768",-0.476,0.264,0.334,FALSE,FALSE,TRUE,2,"Alpha-endosulfine"
"EPB41L2","O43491",0.652,0.0343,0.0613,FALSE,FALSE,FALSE,0,"Band 4.1-like protein 2"
"EPB41L3","Q9Y2J2",0.909,0.123,0.175,FALSE,FALSE,TRUE,11,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed"
"EPHX1","P07099",0.431,0.00455,0.0128,FALSE,FALSE,FALSE,0,"Epoxide hydrolase 1"
"EPHX2","P34913",-0.225,0.52,0.587,FALSE,FALSE,FALSE,0,"Bifunctional epoxide hydrolase 2;Cytosolic epoxide hydrolase 2;Lipid-phosphate phosphatase"
"EPN1","Q9Y6I3",0.123,0.82,0.858,FALSE,FALSE,TRUE,5,"Epsin-1"
"EPPK1","P58107",-1.26,0.078,0.119,FALSE,FALSE,TRUE,2,"Epiplakin"
"EPS15","P42566",-0.299,0.592,0.654,FALSE,FALSE,TRUE,3,"Epidermal growth factor receptor substrate 15"
"EPS15L1","Q9UBC2",-0.115,0.711,0.76,FALSE,FALSE,TRUE,2,"Epidermal growth factor receptor substrate 15-like 1"
"EPS8L2","Q9H6S3",-0.603,0.201,0.266,FALSE,FALSE,TRUE,5,"Epidermal growth factor receptor kinase substrate 8-like protein 2"
"ERAP1","Q9NZ08",0.382,0.186,0.249,FALSE,FALSE,TRUE,1,"Endoplasmic reticulum aminopeptidase 1"
"ERAP2","Q6P179",0.319,0.509,0.577,FALSE,FALSE,TRUE,13,"Endoplasmic reticulum aminopeptidase 2"
"ERBB2IP","Q96RT1",0.0773,0.786,0.828,FALSE,FALSE,TRUE,11,"Protein LAP2"
"ERI3","O43414",-0.0273,0.94,0.955,FALSE,FALSE,TRUE,3,"ERI1 exoribonuclease 3"
"ERLIN2","O94905",-0.236,0.337,0.41,FALSE,FALSE,FALSE,0,"Erlin-2"
"ERO1L","Q96HE7",-0.242,0.664,0.716,FALSE,FALSE,TRUE,9,"ERO1-like protein alpha"
"ERP29","P30040",-0.457,0.034,0.0611,FALSE,FALSE,FALSE,0,"Endoplasmic reticulum resident protein 29"
"ERP44","Q9BS26",-0.603,0.00143,0.00546,FALSE,FALSE,FALSE,0,"Endoplasmic reticulum resident protein 44"
"ESD","P10768",0.267,0.0374,0.0657,FALSE,FALSE,FALSE,0,"S-formylglutathione hydrolase"
"ESYT1","Q9BSJ8",0.137,0.354,0.427,FALSE,FALSE,FALSE,0,"Extended synaptotagmin-1"
"ESYT2","A0FGR8",0.22,0.605,0.664,FALSE,FALSE,TRUE,5,"Extended synaptotagmin-2"
"ETFA","P13804",-0.802,0.000104,0.000967,FALSE,FALSE,FALSE,0,"Electron transfer flavoprotein subunit alpha, mitochondrial"
"ETFB","P38117",-0.744,0.000903,0.00391,FALSE,FALSE,FALSE,0,"Electron transfer flavoprotein subunit beta"
"ETFDH","Q16134",-0.82,0.115,0.164,FALSE,FALSE,TRUE,4,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
"ETHE1","O95571",-1.5,0.0274,0.0521,FALSE,FALSE,TRUE,2,"Persulfide dioxygenase ETHE1, mitochondrial"
"EZR","P15311",-0.132,0.522,0.589,FALSE,FALSE,FALSE,0,"Ezrin"
"F11R","Q9Y624",-0.388,0.477,0.545,FALSE,FALSE,TRUE,12,"Junctional adhesion molecule A"
"F12","P00748",0.37,0.636,0.692,FALSE,FALSE,TRUE,10,"Coagulation factor XII;Coagulation factor XIIa heavy chain;Beta-factor XIIa part 1;Coagulation factor XIIa light chain"
"F13A1","P00488",0.0688,0.904,0.929,FALSE,FALSE,TRUE,3,"Coagulation factor XIII A chain"
"F9","P00740",0.0548,0.915,0.937,FALSE,FALSE,TRUE,6,"Coagulation factor IX;Coagulation factor IXa light chain;Coagulation factor IXa heavy chain"
"FABP3","P05413",0.367,0.317,0.388,FALSE,FALSE,FALSE,0,"Fatty acid-binding protein, heart"
"FADD","Q13158",-0.464,0.234,0.301,FALSE,FALSE,TRUE,13,"FAS-associated death domain protein"
"FAH","P16930",0.536,0.175,0.236,FALSE,FALSE,TRUE,1,"Fumarylacetoacetase"
"FAM114A1","Q8IWE2",0.184,0.347,0.42,FALSE,FALSE,FALSE,0,"Protein NOXP20"
"FAM120A","Q9NZB2",-0.984,0.00149,0.00562,FALSE,FALSE,FALSE,0,"Constitutive coactivator of PPAR-gamma-like protein 1"
"FAM129A","Q9BZQ8",0.535,0.00792,0.0196,FALSE,FALSE,FALSE,0,"Protein Niban"
"FAM129B","Q96TA1",-0.414,0.0572,0.0928,FALSE,FALSE,FALSE,0,"Niban-like protein 1"
"FAM162A","Q96A26",-0.654,0.00336,0.0103,FALSE,FALSE,FALSE,0,"Protein FAM162A"
"FAM213A","Q9BRX8",0.265,0.63,0.688,FALSE,FALSE,TRUE,3,"Redox-regulatory protein FAM213A"
"FAM49B","Q9NUQ9",0.00931,0.95,0.963,FALSE,FALSE,FALSE,0,"Protein FAM49B"
"FARP1","Q9Y4F1",-0.249,0.216,0.282,FALSE,FALSE,FALSE,0,"FERM, RhoGEF and pleckstrin domain-containing protein 1"
"FARSA","Q9Y285",-0.878,0.00278,0.00903,FALSE,FALSE,FALSE,0,"Phenylalanine--tRNA ligase alpha subunit"
"FARSB","Q9NSD9",-0.45,0.00233,0.00792,FALSE,FALSE,FALSE,0,"Phenylalanine--tRNA ligase beta subunit"
"FBLIM1","Q8WUP2",0.0111,0.985,0.987,FALSE,FALSE,TRUE,8,"Filamin-binding LIM protein 1"
"FBLN2","P98095",1.25,0.175,0.236,FALSE,FALSE,TRUE,2,"Fibulin-2"
"FBLN5","Q9UBX5",2.03,0.0345,0.0615,FALSE,FALSE,TRUE,5,"Fibulin-5"
"FCHO2","Q0JRZ9",-0.115,0.734,0.782,FALSE,FALSE,TRUE,15,"F-BAR domain only protein 2"
"FDXR","P22570",-0.539,0.258,0.328,FALSE,FALSE,TRUE,3,"NADPH:adrenodoxin oxidoreductase, mitochondrial"
"FECH","P22830",-0.787,0.21,0.276,FALSE,FALSE,TRUE,1,"Ferrochelatase, mitochondrial"
"FEN1","P39748",-0.873,0.017,0.0358,FALSE,FALSE,TRUE,15,"Flap endonuclease 1"
"FERMT2","Q96AC1",0.803,0.000994,0.00419,FALSE,FALSE,FALSE,0,"Fermitin family homolog 2"
"FGB","P02675",0.937,0.00707,0.0179,FALSE,FALSE,FALSE,0,"Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain"
"FGG","P02679",0.995,0.00397,0.0117,FALSE,FALSE,FALSE,0,"Fibrinogen gamma chain"
"FH","P07954",-0.38,0.0327,0.0593,FALSE,FALSE,FALSE,0,"Fumarate hydratase, mitochondrial"
"FHL2","Q14192",-0.888,0.112,0.16,FALSE,FALSE,TRUE,1,"Four and a half LIM domains protein 2"
"FHL3","Q13643",-0.405,0.245,0.314,FALSE,FALSE,TRUE,10,"Four and a half LIM domains protein 3"
"FKBP1A","P62942",-0.346,0.0576,0.0932,FALSE,FALSE,FALSE,0,"Peptidyl-prolyl cis-trans isomerase FKBP1A"
"FKBP2","P26885",-0.654,0.0287,0.054,FALSE,FALSE,TRUE,1,"Peptidyl-prolyl cis-trans isomerase FKBP2"
"FKBP3","Q00688",-0.655,0.000601,0.00293,FALSE,FALSE,FALSE,0,"Peptidyl-prolyl cis-trans isomerase FKBP3"
"FKBP5","Q13451",-0.95,0.0334,0.0603,FALSE,FALSE,TRUE,1,"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed"
"FKBP7","Q9Y680",0.929,0.068,0.106,FALSE,FALSE,TRUE,15,"Peptidyl-prolyl cis-trans isomerase FKBP7"
"FLII","Q13045",-0.109,0.453,0.523,FALSE,FALSE,FALSE,0,"Protein flightless-1 homolog"
"FLNB","O75369",-0.596,0.0405,0.0703,FALSE,FALSE,FALSE,0,"Filamin-B"
"FLOT1","O75955",0.0214,0.899,0.926,FALSE,FALSE,FALSE,0,"Flotillin-1"
"FLOT2","Q14254",-0.0484,0.812,0.852,FALSE,FALSE,FALSE,0,"Flotillin-2"
"FMOD","Q06828",0.0518,0.933,0.95,FALSE,FALSE,TRUE,3,"Fibromodulin"
"FN3KRP","Q9HA64",0.955,0.00475,0.0132,FALSE,FALSE,TRUE,1,"Ketosamine-3-kinase"
"FNBP1","Q96RU3",0.691,0.153,0.211,FALSE,FALSE,TRUE,13,"Formin-binding protein 1"
"FNTA","P49354",-0.39,0.418,0.49,FALSE,FALSE,TRUE,4,"Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha"
"FSCN1","Q16658",0.611,0.246,0.314,FALSE,FALSE,TRUE,12,"Fascin"
"FSTL1","Q12841",-0.432,0.429,0.501,FALSE,FALSE,FALSE,0,"Follistatin-related protein 1"
"FTH1","P02794",0.206,0.537,0.603,FALSE,FALSE,FALSE,0,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed"
"FTL","P02792",0.0239,0.958,0.969,FALSE,FALSE,FALSE,0,"Ferritin light chain"
"FTO","Q9C0B1",-0.124,0.655,0.709,FALSE,FALSE,FALSE,0,"Alpha-ketoglutarate-dependent dioxygenase FTO"
"FUBP3","Q96I24",-0.937,0.0734,0.114,FALSE,FALSE,TRUE,6,"Far upstream element-binding protein 3"
"FUS","P35637",-0.226,0.244,0.312,FALSE,FALSE,FALSE,0,"RNA-binding protein FUS"
"G3BP2","Q9UN86",-1.17,0.0403,0.0701,FALSE,FALSE,TRUE,2,"Ras GTPase-activating protein-binding protein 2"
"G6PD","P11413",0.161,0.542,0.607,FALSE,FALSE,FALSE,0,"Glucose-6-phosphate 1-dehydrogenase"
"GALE","Q14376",0.653,0.122,0.173,FALSE,FALSE,TRUE,5,"UDP-glucose 4-epimerase"
"GALK1","P51570",-0.0392,0.927,0.945,FALSE,FALSE,TRUE,4,"Galactokinase"
"GALM","Q96C23",0.476,0.531,0.597,FALSE,FALSE,TRUE,7,"Aldose 1-epimerase"
"GALNS","P34059",-0.414,0.45,0.521,FALSE,FALSE,TRUE,7,"N-acetylgalactosamine-6-sulfatase"
"GALNT2","Q10471",-0.856,0.0096,0.023,FALSE,FALSE,TRUE,12,"Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form"
"GALT","P07902",-0.245,0.588,0.65,FALSE,FALSE,TRUE,7,"Galactose-1-phosphate uridylyltransferase"
"GANAB","Q14697",-0.365,0.00411,0.0119,FALSE,FALSE,FALSE,0,"Neutral alpha-glucosidase AB"
"GAPDH","P04406",0.195,0.109,0.158,FALSE,FALSE,FALSE,0,"Glyceraldehyde-3-phosphate dehydrogenase"
"GARS","P41250",-0.581,0.00199,0.007,FALSE,FALSE,FALSE,0,"Glycine--tRNA ligase"
"GART","P22102",-0.674,0.00185,0.00666,FALSE,FALSE,FALSE,0,"Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase"
"GBE1","Q04446",-1.05,0.0656,0.103,FALSE,FALSE,TRUE,4,"1,4-alpha-glucan-branching enzyme"
"GBF1","Q92538",-0.716,0.211,0.277,FALSE,FALSE,TRUE,7,"Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1"
"GBP1","P32455",0.575,0.399,0.472,FALSE,FALSE,TRUE,6,"Interferon-induced guanylate-binding protein 1"
"GBP2","P32456",0.568,0.0595,0.0956,FALSE,FALSE,TRUE,4,"Interferon-induced guanylate-binding protein 2"
"GCLC","P48506",-0.453,0.218,0.284,FALSE,FALSE,TRUE,5,"Glutamate--cysteine ligase catalytic subunit"
"GDI1","P31150",0.103,0.361,0.433,FALSE,FALSE,FALSE,0,"Rab GDP dissociation inhibitor alpha"
"GDI2","P50395",-0.348,0.00297,0.00953,FALSE,FALSE,FALSE,0,"Rab GDP dissociation inhibitor beta"
"GFM1","Q96RP9",-0.831,0.0312,0.0573,FALSE,FALSE,TRUE,13,"Elongation factor G, mitochondrial"
"GGT1","P19440",-0.214,0.778,0.822,FALSE,FALSE,TRUE,5,"Gamma-glutamyltranspeptidase 1;Gamma-glutamyltranspeptidase 1 heavy chain;Gamma-glutamyltranspeptidase 1 light chain;Putative gamma-glutamyltranspeptidase 3;Putative gamma-glutamyltranspeptidase 3 heavy chain;Putative gamma-glutamyltranspeptidase 3 light chain;Inactive gamma-glutamyltranspeptidase 2"
"GGT5","P36269",-0.479,0.00456,0.0128,FALSE,FALSE,FALSE,0,"Gamma-glutamyltransferase 5;Gamma-glutamyltransferase 5 heavy chain;Gamma-glutamyltransferase 5 light chain"
"GLG1","Q92896",-0.606,0.0656,0.103,FALSE,FALSE,FALSE,0,"Golgi apparatus protein 1"
"GLIPR2","Q9H4G4",0.465,0.0193,0.0398,FALSE,FALSE,FALSE,0,"Golgi-associated plant pathogenesis-related protein 1"
"GLO1","Q04760",-0.905,0.00318,0.00995,FALSE,FALSE,FALSE,0,"Lactoylglutathione lyase"
"GLOD4","Q9HC38",-0.297,0.0734,0.114,FALSE,FALSE,FALSE,0,"Glyoxalase domain-containing protein 4"
"GLRX","P35754",-0.573,0.0966,0.143,FALSE,FALSE,TRUE,1,"Glutaredoxin-1"
"GLRX3","O76003",-0.484,0.399,0.472,FALSE,FALSE,TRUE,5,"Glutaredoxin-3"
"GLUD1","P00367",-0.587,0.0212,0.0428,FALSE,FALSE,FALSE,0,"Glutamate dehydrogenase 1, mitochondrial"
"GLYR1","Q49A26",-0.843,0.0299,0.0555,FALSE,FALSE,TRUE,7,"Putative oxidoreductase GLYR1"
"GM2A","P17900",-0.794,0.0192,0.0396,FALSE,FALSE,FALSE,0,"Ganglioside GM2 activator;Ganglioside GM2 activator isoform short"
"GMFB","P60983",-0.534,0.00504,0.0137,FALSE,FALSE,FALSE,0,"Glia maturation factor beta"
"GMPPA","Q96IJ6",-1.02,0.0336,0.0605,FALSE,FALSE,TRUE,2,"Mannose-1-phosphate guanyltransferase alpha"
"GMPR","P36959",-0.253,0.642,0.697,FALSE,FALSE,TRUE,5,"GMP reductase 1"
"GMPR2","Q9P2T1",-0.744,0.0826,0.125,FALSE,FALSE,TRUE,6,"GMP reductase 2"
"GNA11","P29992",0.585,0.0245,0.0481,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein subunit alpha-11"
"GNA13","Q14344",-0.00891,0.947,0.96,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein subunit alpha-13"
"GNAI2","P04899",0.382,0.00512,0.0139,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(i) subunit alpha-2"
"GNAQ","P50148",-0.0757,0.584,0.647,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(q) subunit alpha"
"GNAS","P63092",0.217,0.114,0.163,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas"
"GNB1","P62873",-0.0586,0.639,0.696,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"GNB2","P62879",0.0114,0.949,0.962,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"
"GNB2L1","P63244",-0.667,8.89e-05,0.00089,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed"
"GNE","Q9Y223",-0.736,0.078,0.119,FALSE,FALSE,TRUE,13,"Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase"
"GNG12","Q9UBI6",0.432,0.108,0.157,FALSE,FALSE,FALSE,0,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12"
"GNG7","O60262",0.718,0.108,0.156,FALSE,FALSE,TRUE,5,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7"
"GNPDA1","P46926",0.9,0.16,0.219,FALSE,FALSE,TRUE,6,"Glucosamine-6-phosphate isomerase 1"
"GOLGA3","Q08378",-1.35,0.0394,0.0686,FALSE,FALSE,TRUE,9,"Golgin subfamily A member 3"
"GOT1","P17174",0.0196,0.867,0.898,FALSE,FALSE,FALSE,0,"Aspartate aminotransferase, cytoplasmic"
"GOT2","P00505",-0.318,0.217,0.284,FALSE,FALSE,FALSE,0,"Aspartate aminotransferase, mitochondrial"
"GPD1L","Q8N335",0.464,0.383,0.455,FALSE,FALSE,TRUE,2,"Glycerol-3-phosphate dehydrogenase 1-like protein"
"GPI","P06744",-0.145,0.25,0.319,FALSE,FALSE,FALSE,0,"Glucose-6-phosphate isomerase"
"GPX1","P07203",-0.337,0.03,0.0557,FALSE,FALSE,FALSE,0,"Glutathione peroxidase 1"
"GPX3","P22352",0.687,0.0606,0.0966,FALSE,FALSE,FALSE,0,"Glutathione peroxidase 3"
"GRB2","P62993",0.185,0.209,0.275,FALSE,FALSE,FALSE,0,"Growth factor receptor-bound protein 2"
"GRHPR","Q9UBQ7",-0.411,0.00719,0.0181,FALSE,FALSE,FALSE,0,"Glyoxylate reductase/hydroxypyruvate reductase"
"GRN","P28799",-0.986,0.298,0.368,FALSE,FALSE,TRUE,8,"Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7"
"GSR","P00390",-0.00394,0.98,0.984,FALSE,FALSE,FALSE,0,"Glutathione reductase, mitochondrial"
"GSS","P48637",-0.235,0.225,0.291,FALSE,FALSE,FALSE,0,"Glutathione synthetase"
"GSTK1","Q9Y2Q3",-0.34,0.0217,0.0436,FALSE,FALSE,FALSE,0,"Glutathione S-transferase kappa 1"
"GSTM1","P09488",0.991,0.168,0.228,FALSE,FALSE,TRUE,4,"Glutathione S-transferase Mu 1"
"GSTO1","P78417",0.225,0.0996,0.147,FALSE,FALSE,FALSE,0,"Glutathione S-transferase omega-1"
"GSTT1","P30711",0.064,0.937,0.952,FALSE,FALSE,TRUE,2,"Glutathione S-transferase theta-1"
"GSTT2B","P0CG30",0.45,0.602,0.662,FALSE,FALSE,TRUE,7,"Glutathione S-transferase theta-2B;Glutathione S-transferase theta-2"
"GTPBP1","O00178",0.0744,0.796,0.838,FALSE,FALSE,TRUE,12,"GTP-binding protein 1"
"H1F0","P07305",-1.78,0.112,0.161,FALSE,FALSE,TRUE,4,"Histone H1.0;Histone H1.0, N-terminally processed"
"H1FX","Q92522",-0.265,0.187,0.25,FALSE,FALSE,FALSE,0,"Histone H1x"
"H2AFV","Q71UI9",-0.135,0.685,0.736,FALSE,FALSE,FALSE,0,"Histone H2A.V;Histone H2A.Z"
"H2AFY","O75367",-0.622,0.00314,0.00986,FALSE,FALSE,FALSE,0,"Core histone macro-H2A.1"
"H2AFY2","Q9P0M6",1.06,0.131,0.185,FALSE,FALSE,TRUE,4,"Core histone macro-H2A.2"
"H3F3A","P84243",-0.985,0.314,0.386,FALSE,FALSE,TRUE,2,"Histone H3.3;Histone H3.2;Histone H3.1t;Histone H3.1;Histone H3.3C"
"H6PD","O95479",0.688,0.178,0.24,FALSE,FALSE,TRUE,8,"GDH/6PGL endoplasmic bifunctional protein;Glucose 1-dehydrogenase;6-phosphogluconolactonase"
"HACD3","Q9P035",0.257,0.711,0.76,FALSE,FALSE,TRUE,5,"Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3"
"HADH","Q16836",-0.503,0.00283,0.00914,FALSE,FALSE,FALSE,0,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"HADHA","P40939",-0.393,0.0146,0.0317,FALSE,FALSE,FALSE,0,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase"
"HADHB","P55084",-0.451,0.00263,0.00865,FALSE,FALSE,FALSE,0,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase"
"HAGH","Q16775",-0.114,0.761,0.807,FALSE,FALSE,TRUE,1,"Hydroxyacylglutathione hydrolase, mitochondrial"
"HARS","P12081",-0.739,0.249,0.318,FALSE,FALSE,TRUE,8,"Histidine--tRNA ligase, cytoplasmic"
"HBA1","P69905",0.825,0.00336,0.0103,FALSE,FALSE,FALSE,0,"Hemoglobin subunit alpha"
"HBB","P68871",0.86,0.000548,0.00278,FALSE,FALSE,FALSE,0,"Hemoglobin subunit beta;LVV-hemorphin-7;Spinorphin"
"HBD","P02042",0.864,0.0124,0.0279,FALSE,FALSE,FALSE,0,"Hemoglobin subunit delta"
"HCFC1","P51610",-0.719,3.7e-05,0.000524,FALSE,FALSE,FALSE,0,"Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6"
"HCLS1","P14317",-0.202,0.686,0.737,FALSE,FALSE,TRUE,4,"Hematopoietic lineage cell-specific protein"
"HDGF","P51858",-0.911,2.17e-05,0.000384,FALSE,FALSE,FALSE,0,"Hepatoma-derived growth factor"
"HDGFRP3","Q9Y3E1",0.393,0.474,0.542,FALSE,FALSE,TRUE,3,"Hepatoma-derived growth factor-related protein 3"
"HDHD2","Q9H0R4",-0.398,0.221,0.287,FALSE,FALSE,TRUE,2,"Haloacid dehalogenase-like hydrolase domain-containing protein 2"
"HEATR5B","Q9P2D3",-0.116,0.64,0.696,FALSE,FALSE,TRUE,10,"HEAT repeat-containing protein 5B"
"HEBP1","Q9NRV9",-0.308,0.0557,0.0909,FALSE,FALSE,FALSE,0,"Heme-binding protein 1"
"HEBP2","Q9Y5Z4",-0.947,0.000551,0.00279,FALSE,FALSE,FALSE,0,"Heme-binding protein 2"
"HECTD3","Q5T447",-0.849,0.245,0.314,FALSE,FALSE,TRUE,11,"E3 ubiquitin-protein ligase HECTD3"
"HEXA","P06865",-1.22,0.0276,0.0526,FALSE,FALSE,FALSE,0,"Beta-hexosaminidase subunit alpha"
"HGD","Q93099",-0.62,0.47,0.539,FALSE,FALSE,TRUE,3,"Homogentisate 1,2-dioxygenase"
"HGS","O14964",-0.678,0.0417,0.072,FALSE,FALSE,TRUE,1,"Hepatocyte growth factor-regulated tyrosine kinase substrate"
"HIBADH","P31937",-0.154,0.364,0.436,FALSE,FALSE,FALSE,0,"3-hydroxyisobutyrate dehydrogenase, mitochondrial"
"HIBCH","Q6NVY1",-0.542,0.0107,0.025,FALSE,FALSE,FALSE,0,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
